ID,T (generations),α (fertility),N (founders),B (blocks),d (deterministic),Grader threshold,Algorithm,N1,B1,N2,B2,N3,B3,N4,B4
2789,5,8,50,2000,0,0.75,0.001,99,97,92,85,36,33,0,0
2789,5,8,50,2000,0,0.75,0.01,99,97,92,85,34,31,0,0
2789,5,8,50,2000,0,0.75,P,99,97,92,85,35,31,0,0
2789,5,8,50,2000,0,0.75,R,99,97,92,81,12,6,0,0
2789,5,8,50,2000,0,1,0.001,98,97,61,57,0,0,0,0
2789,5,8,50,2000,0,1,0.01,98,97,61,57,0,0,0,0
2789,5,8,50,2000,0,1,P,98,97,61,56,0,0,0,0
2789,5,8,50,2000,0,1,R,98,97,61,54,0,0,0,0
2790,5,8,50,2000,0,0.5,0.001,98,97,96,88,72,64,16,12
2790,5,8,50,2000,0,0.5,0.01,98,97,96,88,71,63,32,27
2790,5,8,50,2000,0,0.5,P,98,97,96,88,65,57,24,18
2790,5,8,50,2000,0,0.5,R,98,97,96,83,51,26,0,0
2790,5,8,50,2000,0,0.75,0.001,98,97,87,80,21,20,0,0
2790,5,8,50,2000,0,0.75,0.01,98,97,87,80,20,19,0,0
2790,5,8,50,2000,0,0.75,P,98,97,87,80,27,25,0,0
2790,5,8,50,2000,0,0.75,R,98,97,87,76,12,6,0,0
2790,5,8,50,2000,0,1,0.001,98,96,55,50,1,0,0,0
2790,5,8,50,2000,0,1,0.01,98,96,55,50,1,0,0,0
2790,5,8,50,2000,0,1,P,98,96,55,50,1,0,0,0
2790,5,8,50,2000,0,1,R,98,96,55,48,0,0,0,0
2791,5,8,50,2000,0,0.5,0.001,98,97,97,89,77,71,28,26
2791,5,8,50,2000,0,0.5,0.01,98,97,97,89,77,71,24,22
2791,5,8,50,2000,0,0.5,P,98,97,97,89,72,65,24,22
2791,5,8,50,2000,0,0.5,R,98,97,97,85,50,28,0,0
2791,5,8,50,2000,0,0.75,0.001,98,97,88,82,32,30,0,0
2791,5,8,50,2000,0,0.75,0.01,98,97,88,82,34,32,0,0
2791,5,8,50,2000,0,0.75,P,98,97,88,82,27,25,0,0
2791,5,8,50,2000,0,0.75,R,98,97,88,79,16,10,0,0
2791,5,8,50,2000,0,1,0.001,98,97,61,57,0,0,0,0
2791,5,8,50,2000,0,1,0.01,98,97,61,57,0,0,0,0
2791,5,8,50,2000,0,1,P,98,97,61,57,0,0,0,0
2791,5,8,50,2000,0,1,R,98,97,61,54,0,0,0,0
2792,5,8,50,2000,0,0.5,0.001,98,97,93,86,67,60,16,12
2792,5,8,50,2000,0,0.5,0.01,98,97,93,86,70,62,20,16
2792,5,8,50,2000,0,0.5,P,98,97,93,86,77,66,28,24
2792,5,8,50,2000,0,0.5,R,98,97,93,82,45,23,0,0
2792,5,8,50,2000,0,0.75,0.001,98,97,83,77,23,21,0,0
2792,5,8,50,2000,0,0.75,0.01,98,97,83,77,20,18,0,0
2792,5,8,50,2000,0,0.75,P,98,97,83,77,22,20,0,0
2792,5,8,50,2000,0,0.75,R,98,97,83,73,8,4,0,0
2792,5,8,50,2000,0,1,0.001,98,96,55,51,0,0,0,0
2792,5,8,50,2000,0,1,0.01,98,96,55,51,0,0,0,0
2792,5,8,50,2000,0,1,P,98,96,55,51,0,0,0,0
2792,5,8,50,2000,0,1,R,98,96,55,48,0,0,0,0
2793,5,8,50,2000,0,0.5,0.001,98,97,97,90,76,68,24,20
2793,5,8,50,2000,0,0.5,0.01,98,97,97,90,76,68,32,26
2793,5,8,50,2000,0,0.5,P,98,97,97,90,71,62,20,16
2793,5,8,50,2000,0,0.5,R,98,97,97,86,52,27,0,0
2793,5,8,50,2000,0,0.75,0.001,98,97,87,81,26,24,0,0
2793,5,8,50,2000,0,0.75,0.01,98,97,87,81,22,21,0,0
2793,5,8,50,2000,0,0.75,P,98,97,87,81,24,22,0,0
2793,5,8,50,2000,0,0.75,R,98,97,87,78,9,5,0,0
2793,5,8,50,2000,0,1,0.001,98,96,60,55,0,0,0,0
2793,5,8,50,2000,0,1,0.01,98,96,60,55,0,0,0,0
2793,5,8,50,2000,0,1,P,98,96,60,55,0,0,0,0
2793,5,8,50,2000,0,1,R,98,96,60,53,0,0,0,0
2794,5,8,50,2000,0,0.5,0.001,99,97,95,88,69,62,32,29
2794,5,8,50,2000,0,0.5,0.01,99,97,95,88,72,64,20,18
2794,5,8,50,2000,0,0.5,P,99,97,95,88,65,57,20,18
2794,5,8,50,2000,0,0.5,R,99,97,95,84,50,25,0,0
2794,5,8,50,2000,0,0.75,0.001,98,97,88,82,30,27,0,0
2794,5,8,50,2000,0,0.75,0.01,98,97,88,82,29,26,0,0
2794,5,8,50,2000,0,0.75,P,98,97,88,82,27,24,0,0
2794,5,8,50,2000,0,0.75,R,98,97,88,79,11,5,0,0
2794,5,8,50,2000,0,1,0.001,98,97,57,53,2,2,0,0
2794,5,8,50,2000,0,1,0.01,98,97,57,53,2,2,0,0
2794,5,8,50,2000,0,1,P,98,97,57,53,0,0,0,0
2794,5,8,50,2000,0,1,R,98,97,57,50,0,0,0,0
2795,5,8,50,2000,0,0.5,0.001,98,97,98,90,72,66,20,17
2795,5,8,50,2000,0,0.5,0.01,98,97,98,90,71,66,32,29
2795,5,8,50,2000,0,0.5,P,98,97,98,90,73,65,28,23
2795,5,8,50,2000,0,0.5,R,98,97,98,86,57,29,0,0
2795,5,8,50,2000,0,0.75,0.001,98,97,89,83,43,40,0,0
2795,5,8,50,2000,0,0.75,0.01,98,97,89,83,46,43,0,0
2795,5,8,50,2000,0,0.75,P,98,97,89,83,37,34,0,0
2795,5,8,50,2000,0,0.75,R,98,97,89,80,14,7,0,0
2795,5,8,50,2000,0,1,0.001,97,96,61,57,2,1,0,0
2795,5,8,50,2000,0,1,0.01,97,96,61,57,2,1,0,0
2795,5,8,50,2000,0,1,P,97,96,61,57,4,3,0,0
2795,5,8,50,2000,0,1,R,97,96,61,54,1,0,0,0
2796,5,8,50,2000,0,0.5,0.001,98,97,96,89,68,59,12,10
2796,5,8,50,2000,0,0.5,0.01,98,97,96,89,72,62,16,13
2796,5,8,50,2000,0,0.5,P,98,97,96,89,71,62,28,24
2796,5,8,50,2000,0,0.5,R,98,97,96,85,52,27,0,0
2796,5,8,50,2000,0,0.75,0.001,98,97,87,81,22,20,0,0
2796,5,8,50,2000,0,0.75,0.01,98,97,87,81,21,19,0,0
2796,5,8,50,2000,0,0.75,P,98,97,87,81,24,22,0,0
2796,5,8,50,2000,0,0.75,R,98,97,87,78,15,8,0,0
2796,5,8,50,2000,0,1,0.001,98,97,58,54,1,0,0,0
2796,5,8,50,2000,0,1,0.01,98,97,58,54,1,0,0,0
2796,5,8,50,2000,0,1,P,98,97,58,54,1,0,0,0
2796,5,8,50,2000,0,1,R,98,97,58,51,0,0,0,0
2797,5,8,50,2000,0,0.5,0.001,98,97,95,88,67,59,8,5
2797,5,8,50,2000,0,0.5,0.01,98,97,95,88,70,61,8,7
2797,5,8,50,2000,0,0.5,P,98,97,95,88,66,57,12,10
2797,5,8,50,2000,0,0.5,R,98,97,95,84,54,28,0,0
2797,5,8,50,2000,0,0.75,0.001,98,97,88,82,25,23,0,0
2797,5,8,50,2000,0,0.75,0.01,98,97,88,82,26,24,0,0
2797,5,8,50,2000,0,0.75,P,98,97,88,82,26,24,0,0
2797,5,8,50,2000,0,0.75,R,98,97,88,78,11,6,0,0
2797,5,8,50,2000,0,1,0.001,98,97,62,57,1,1,0,0
2797,5,8,50,2000,0,1,0.01,98,97,62,57,1,1,0,0
2797,5,8,50,2000,0,1,P,98,97,62,57,0,0,0,0
2797,5,8,50,2000,0,1,R,98,97,62,54,0,0,0,0
2798,5,8,50,2000,0,0.5,0.001,98,96,97,89,83,74,36,32
2798,5,8,50,2000,0,0.5,0.01,98,96,97,89,84,74,28,24
2798,5,8,50,2000,0,0.5,P,98,96,97,89,78,69,36,30
2798,5,8,50,2000,0,0.5,R,98,96,97,85,55,28,0,0
2798,5,8,50,2000,0,0.75,0.001,98,96,89,82,34,32,0,0
2798,5,8,50,2000,0,0.75,0.01,98,96,89,82,34,32,0,0
2798,5,8,50,2000,0,0.75,P,98,96,89,82,39,36,0,0
2798,5,8,50,2000,0,0.75,R,98,96,89,79,17,9,0,0
2798,5,8,50,2000,0,1,0.001,97,96,59,55,1,1,0,0
2798,5,8,50,2000,0,1,0.01,97,96,59,55,1,1,0,0
2798,5,8,50,2000,0,1,P,97,96,59,55,0,0,0,0
2798,5,8,50,2000,0,1,R,97,96,59,53,0,0,0,0
2799,5,8,50,2000,0,0.5,0.001,98,97,97,90,73,64,12,11
2799,5,8,50,2000,0,0.5,0.01,98,97,97,90,74,65,16,13
2799,5,8,50,2000,0,0.5,P,98,97,97,90,73,62,20,15
2799,5,8,50,2000,0,0.5,R,98,97,97,85,50,24,0,0
2799,5,8,50,2000,0,0.75,0.001,98,97,88,82,28,25,0,0
2799,5,8,50,2000,0,0.75,0.01,98,97,88,82,32,28,0,0
2799,5,8,50,2000,0,0.75,P,98,97,88,82,23,21,0,0
2799,5,8,50,2000,0,0.75,R,98,97,88,78,12,6,0,0
2799,5,8,50,2000,0,1,0.001,98,97,56,52,0,0,0,0
2799,5,8,50,2000,0,1,0.01,98,97,56,52,0,0,0,0
2799,5,8,50,2000,0,1,P,98,97,56,52,0,0,0,0
2799,5,8,50,2000,0,1,R,98,97,56,50,0,0,0,0
2800,5,8,50,2000,0,0.5,0.001,98,96,96,89,72,65,20,18
2800,5,8,50,2000,0,0.5,0.01,98,96,96,89,71,64,32,28
2800,5,8,50,2000,0,0.5,P,98,96,96,89,77,67,28,24
2800,5,8,50,2000,0,0.5,R,98,96,96,85,58,31,0,0
2800,5,8,50,2000,0,0.75,0.001,98,96,89,83,31,30,0,0
2800,5,8,50,2000,0,0.75,0.01,98,96,89,83,31,30,0,0
2800,5,8,50,2000,0,0.75,P,98,96,89,83,28,27,0,0
2800,5,8,50,2000,0,0.75,R,98,96,89,79,26,15,0,0
2800,5,8,50,2000,0,1,0.001,98,96,59,54,0,0,0,0
2800,5,8,50,2000,0,1,0.01,98,96,59,54,0,0,0,0
2800,5,8,50,2000,0,1,P,98,96,59,54,0,0,0,0
2800,5,8,50,2000,0,1,R,98,96,59,51,0,0,0,0
