ID,T (generations),α (fertility),N (founders),B (blocks),d (deterministic),Grader threshold,Algorithm,N1,B1,N2,B2,N3,B3,N4,B4
2757,5,8,50,2000,1,0.75,0.01,100,99,99,96,84,81,60,58
2757,5,8,50,2000,1,0.75,P,100,99,99,96,87,84,60,58
2757,5,8,50,2000,1,0.75,R,100,99,99,92,90,55,0,0
2757,5,8,50,2000,1,1,0.001,99,99,93,90,47,45,0,0
2757,5,8,50,2000,1,1,0.01,99,99,93,90,47,45,0,0
2757,5,8,50,2000,1,1,P,99,99,93,90,49,47,0,0
2757,5,8,50,2000,1,1,R,99,99,93,86,47,29,0,0
2758,5,8,50,2000,1,0.5,0.001,100,99,100,96,93,89,80,76
2758,5,8,50,2000,1,0.5,0.01,100,99,100,96,93,89,76,72
2758,5,8,50,2000,1,0.5,P,100,99,100,96,92,88,92,88
2758,5,8,50,2000,1,0.5,R,100,99,100,92,97,57,4,1
2758,5,8,50,2000,1,0.75,0.001,100,99,98,95,74,71,28,27
2758,5,8,50,2000,1,0.75,0.01,100,99,98,95,74,71,28,27
2758,5,8,50,2000,1,0.75,P,100,99,98,94,78,75,48,46
2758,5,8,50,2000,1,0.75,R,100,99,98,91,74,45,0,0
2758,5,8,50,2000,1,1,0.001,99,99,90,87,28,27,0,0
2758,5,8,50,2000,1,1,0.01,99,99,90,87,27,26,0,0
2758,5,8,50,2000,1,1,P,99,99,90,87,32,31,0,0
2758,5,8,50,2000,1,1,R,99,99,90,84,34,21,0,0
2759,5,8,50,2000,1,0.5,0.001,100,99,100,96,97,93,92,88
2759,5,8,50,2000,1,0.5,0.01,100,99,100,96,98,94,96,92
2759,5,8,50,2000,1,0.5,P,100,99,100,96,97,92,88,83
2759,5,8,50,2000,1,0.5,R,100,99,100,92,96,56,0,0
2759,5,8,50,2000,1,0.75,0.001,99,99,96,93,81,78,36,34
2759,5,8,50,2000,1,0.75,0.01,99,99,96,93,83,80,48,46
2759,5,8,50,2000,1,0.75,P,99,99,96,93,76,73,24,23
2759,5,8,50,2000,1,0.75,R,99,99,96,89,81,48,0,0
2759,5,8,50,2000,1,1,0.001,99,99,88,85,30,29,0,0
2759,5,8,50,2000,1,1,0.01,99,99,88,85,31,30,0,0
2759,5,8,50,2000,1,1,P,99,99,88,85,30,29,0,0
2759,5,8,50,2000,1,1,R,99,99,88,82,25,15,0,0
2760,5,8,50,2000,1,0.5,0.001,100,99,100,96,97,92,92,88
2760,5,8,50,2000,1,0.5,0.01,100,99,100,96,96,91,96,91
2760,5,8,50,2000,1,0.5,P,100,99,100,96,95,90,92,87
2760,5,8,50,2000,1,0.5,R,100,99,100,92,100,60,0,0
2760,5,8,50,2000,1,0.75,0.001,100,99,97,94,80,77,40,38
2760,5,8,50,2000,1,0.75,0.01,100,99,97,94,79,76,36,34
2760,5,8,50,2000,1,0.75,P,100,99,97,94,87,83,48,46
2760,5,8,50,2000,1,0.75,R,100,99,97,90,84,51,0,0
2760,5,8,50,2000,1,1,0.001,99,99,88,85,34,33,0,0
2760,5,8,50,2000,1,1,0.01,99,99,88,85,35,34,0,0
2760,5,8,50,2000,1,1,P,99,99,88,85,35,34,0,0
2760,5,8,50,2000,1,1,R,99,99,88,82,32,19,0,0
2761,5,8,50,2000,1,0.5,0.001,100,99,99,95,97,92,88,84
2761,5,8,50,2000,1,0.5,0.01,100,99,99,95,96,91,92,87
2761,5,8,50,2000,1,0.5,P,100,99,99,95,94,89,88,83
2761,5,8,50,2000,1,0.5,R,100,99,99,91,91,55,0,0
2761,5,8,50,2000,1,0.75,0.001,100,99,95,92,73,70,28,27
2761,5,8,50,2000,1,0.75,0.01,100,99,95,92,71,68,28,26
2761,5,8,50,2000,1,0.75,P,100,99,95,91,71,68,16,15
2761,5,8,50,2000,1,0.75,R,100,99,95,88,75,46,0,0
2761,5,8,50,2000,1,1,0.001,99,99,85,82,22,21,0,0
2761,5,8,50,2000,1,1,0.01,99,99,85,82,22,21,0,0
2761,5,8,50,2000,1,1,P,99,99,85,82,23,22,0,0
2761,5,8,50,2000,1,1,R,99,99,85,79,25,15,0,0
2762,5,8,50,2000,1,0.5,0.001,100,99,99,95,97,93,96,91
2762,5,8,50,2000,1,0.5,0.01,100,99,99,95,97,93,88,84
2762,5,8,50,2000,1,0.5,P,100,99,99,95,97,92,92,86
2762,5,8,50,2000,1,0.5,R,100,99,99,91,93,55,0,0
2762,5,8,50,2000,1,0.75,0.001,99,99,96,93,80,77,44,42
2762,5,8,50,2000,1,0.75,0.01,99,99,96,93,81,78,44,42
2762,5,8,50,2000,1,0.75,P,99,99,96,93,77,74,28,27
2762,5,8,50,2000,1,0.75,R,99,99,96,89,68,42,0,0
2762,5,8,50,2000,1,1,0.001,99,99,84,82,27,26,0,0
2762,5,8,50,2000,1,1,0.01,99,99,84,82,26,25,0,0
2762,5,8,50,2000,1,1,P,99,99,84,82,29,28,0,0
2762,5,8,50,2000,1,1,R,99,99,84,79,19,11,0,0
2763,5,8,50,2000,1,0.5,0.001,100,99,99,96,96,92,88,83
2763,5,8,50,2000,1,0.5,0.01,100,99,99,96,98,93,92,88
2763,5,8,50,2000,1,0.5,P,100,99,99,96,99,94,84,80
2763,5,8,50,2000,1,0.5,R,100,99,99,92,97,58,0,0
2763,5,8,50,2000,1,0.75,0.001,100,99,97,93,81,78,20,19
2763,5,8,50,2000,1,0.75,0.01,100,99,97,93,81,78,28,27
2763,5,8,50,2000,1,0.75,P,100,99,97,93,84,80,44,42
2763,5,8,50,2000,1,0.75,R,100,99,97,90,75,45,0,0
2763,5,8,50,2000,1,1,0.001,99,99,84,81,27,26,0,0
2763,5,8,50,2000,1,1,0.01,99,99,84,81,26,25,0,0
2763,5,8,50,2000,1,1,P,99,99,84,81,26,25,0,0
2763,5,8,50,2000,1,1,R,99,99,84,78,25,15,0,0
2764,5,8,50,2000,1,0.5,0.001,100,99,99,96,98,92,88,83
2764,5,8,50,2000,1,0.5,0.01,100,99,99,96,97,91,88,83
2764,5,8,50,2000,1,0.5,P,100,99,99,96,96,91,88,84
2764,5,8,50,2000,1,0.5,R,100,99,99,92,99,58,4,1
2764,5,8,50,2000,1,0.75,0.001,99,99,98,95,75,71,16,15
2764,5,8,50,2000,1,0.75,0.01,99,99,98,95,76,73,24,23
2764,5,8,50,2000,1,0.75,P,99,99,98,95,76,73,24,23
2764,5,8,50,2000,1,0.75,R,99,99,98,91,85,51,0,0
2764,5,8,50,2000,1,1,0.001,99,99,90,87,29,28,0,0
2764,5,8,50,2000,1,1,0.01,99,99,90,87,30,29,0,0
2764,5,8,50,2000,1,1,P,99,99,90,87,33,32,0,0
2764,5,8,50,2000,1,1,R,99,99,90,84,34,20,0,0
2765,5,8,50,2000,1,0.5,0.001,100,99,99,96,96,91,84,80
2765,5,8,50,2000,1,0.5,0.01,100,99,99,96,94,90,84,80
2765,5,8,50,2000,1,0.5,P,100,99,99,96,93,89,88,83
2765,5,8,50,2000,1,0.5,R,100,99,99,92,98,58,0,0
2765,5,8,50,2000,1,0.75,0.001,100,99,97,94,81,78,40,38
2765,5,8,50,2000,1,0.75,0.01,100,99,97,94,79,76,32,31
2765,5,8,50,2000,1,0.75,P,100,99,97,94,78,75,28,27
2765,5,8,50,2000,1,0.75,R,100,99,97,90,69,42,0,0
2765,5,8,50,2000,1,1,0.001,100,99,89,87,33,32,0,0
2765,5,8,50,2000,1,1,0.01,100,99,89,87,32,31,0,0
2765,5,8,50,2000,1,1,P,100,99,89,87,36,35,0,0
2765,5,8,50,2000,1,1,R,100,99,89,84,30,18,0,0
2766,5,8,50,2000,1,0.5,0.001,99,99,99,95,96,92,96,92
2766,5,8,50,2000,1,0.5,0.01,99,99,99,95,96,92,92,88
2766,5,8,50,2000,1,0.5,P,99,99,99,95,97,93,96,91
2766,5,8,50,2000,1,0.5,R,99,99,99,92,98,58,0,0
2766,5,8,50,2000,1,0.75,0.001,99,99,98,95,87,84,52,50
2766,5,8,50,2000,1,0.75,0.01,99,99,98,95,86,83,56,54
2766,5,8,50,2000,1,0.75,P,99,99,98,95,87,84,44,42
2766,5,8,50,2000,1,0.75,R,99,99,98,91,86,52,0,0
2766,5,8,50,2000,1,1,0.001,99,99,89,86,39,38,0,0
2766,5,8,50,2000,1,1,0.01,99,99,89,86,39,38,0,0
2766,5,8,50,2000,1,1,P,99,99,89,86,37,36,0,0
2766,5,8,50,2000,1,1,R,99,99,89,83,35,21,0,0
2767,5,8,50,2000,1,0.5,0.001,100,99,99,95,97,93,88,84
2767,5,8,50,2000,1,0.5,0.01,100,99,99,95,98,93,96,91
2767,5,8,50,2000,1,0.5,P,100,99,99,94,95,89,76,70
2767,5,8,50,2000,1,0.5,R,100,99,99,91,94,57,0,0
2767,5,8,50,2000,1,0.75,0.001,100,99,95,91,72,69,16,15
2767,5,8,50,2000,1,0.75,0.01,100,99,95,91,74,71,20,19
2767,5,8,50,2000,1,0.75,P,100,99,95,91,69,66,8,7
2767,5,8,50,2000,1,0.75,R,100,99,95,88,70,43,0,0
2767,5,8,50,2000,1,1,0.001,99,99,78,75,16,15,0,0
2767,5,8,50,2000,1,1,0.01,99,99,78,75,17,16,0,0
2767,5,8,50,2000,1,1,P,99,99,78,75,11,10,0,0
2767,5,8,50,2000,1,1,R,99,99,78,73,19,11,0,0
2768,5,8,50,2000,1,0.5,0.001,99,99,99,95,94,90,80,76
2768,5,8,50,2000,1,0.5,0.01,99,99,99,95,93,89,76,71
2768,5,8,50,2000,1,0.5,P,99,99,99,95,95,90,84,79
2768,5,8,50,2000,1,0.5,R,99,99,99,91,95,56,0,0
2768,5,8,50,2000,1,0.75,0.001,99,99,96,92,69,67,20,19
2768,5,8,50,2000,1,0.75,0.01,99,99,96,92,70,67,20,19
2768,5,8,50,2000,1,0.75,P,99,99,96,92,71,68,16,15
2768,5,8,50,2000,1,0.75,R,99,99,96,89,72,43,0,0
2768,5,8,50,2000,1,1,0.001,99,99,86,83,22,21,0,0
2768,5,8,50,2000,1,1,0.01,99,99,86,83,22,21,0,0
2768,5,8,50,2000,1,1,P,99,99,86,83,25,24,0,0
2768,5,8,50,2000,1,1,R,99,99,86,80,26,15,0,0
2769,5,8,50,2000,1,0.5,0.001,100,99,99,96,96,91,100,96
2769,5,8,50,2000,1,0.5,0.01,100,99,99,96,96,91,92,88
2769,5,8,50,2000,1,0.5,P,100,99,99,95,95,90,88,84
2769,5,8,50,2000,1,0.5,R,100,99,99,92,98,58,0,0
2769,5,8,50,2000,1,0.75,0.001,100,99,97,94,75,72,40,38
2769,5,8,50,2000,1,0.75,0.01,100,99,97,94,73,71,32,30
2769,5,8,50,2000,1,0.75,P,100,99,97,94,82,79,44,42
2769,5,8,50,2000,1,0.75,R,100,99,97,90,76,46,0,0
2769,5,8,50,2000,1,1,0.001,99,99,90,87,40,39,0,0
2769,5,8,50,2000,1,1,0.01,99,99,90,87,41,40,0,0
2769,5,8,50,2000,1,1,P,99,99,90,87,44,42,0,0
2769,5,8,50,2000,1,1,R,99,99,90,84,31,19,0,0
2770,5,8,50,2000,1,0.5,0.001,100,99,99,95,94,89,72,68
2770,5,8,50,2000,1,0.5,0.01,100,99,99,95,94,89,80,75
2770,5,8,50,2000,1,0.5,P,100,99,99,95,98,92,84,80
2770,5,8,50,2000,1,0.5,R,100,99,99,91,95,55,0,0
2770,5,8,50,2000,1,0.75,0.001,100,99,95,92,74,71,32,30
2770,5,8,50,2000,1,0.75,0.01,100,99,95,92,74,71,20,19
2770,5,8,50,2000,1,0.75,P,100,99,95,92,75,72,20,19
2770,5,8,50,2000,1,0.75,R,100,99,95,88,63,38,0,0
2770,5,8,50,2000,1,1,0.001,99,99,86,83,20,19,0,0
2770,5,8,50,2000,1,1,0.01,99,99,86,83,19,18,0,0
2770,5,8,50,2000,1,1,P,99,99,86,83,23,22,0,0
2770,5,8,50,2000,1,1,R,99,99,86,80,24,14,0,0
2771,5,8,50,2000,1,0.5,0.001,100,99,100,96,98,94,92,88
2771,5,8,50,2000,1,0.5,0.01,100,99,100,96,98,94,96,92
2771,5,8,50,2000,1,0.5,P,100,99,100,96,99,95,96,92
2771,5,8,50,2000,1,0.5,R,100,99,100,92,99,59,0,0
2771,5,8,50,2000,1,0.75,0.001,100,99,98,95,88,85,64,61
2771,5,8,50,2000,1,0.75,0.01,100,99,98,95,87,84,60,58
2771,5,8,50,2000,1,0.75,P,100,99,98,95,86,83,48,46
2771,5,8,50,2000,1,0.75,R,100,99,98,91,85,51,0,0
2771,5,8,50,2000,1,1,0.001,99,99,89,86,39,38,0,0
2771,5,8,50,2000,1,1,0.01,99,99,89,86,39,38,0,0
2771,5,8,50,2000,1,1,P,99,99,89,86,35,34,0,0
2771,5,8,50,2000,1,1,R,99,99,89,83,34,21,0,0
2772,5,8,50,2000,1,0.5,0.001,100,99,99,95,93,88,76,72
2772,5,8,50,2000,1,0.5,0.01,100,99,99,95,92,87,88,83
2772,5,8,50,2000,1,0.5,P,100,99,99,95,93,88,80,76
2772,5,8,50,2000,1,0.5,R,100,99,99,91,96,57,0,0
2772,5,8,50,2000,1,0.75,0.001,100,99,96,93,65,62,20,19
2772,5,8,50,2000,1,0.75,0.01,100,99,96,93,69,66,16,15
2772,5,8,50,2000,1,0.75,P,100,99,96,93,73,70,28,27
2772,5,8,50,2000,1,0.75,R,100,99,96,89,72,43,0,0
2772,5,8,50,2000,1,1,0.001,99,99,84,81,15,14,0,0
2772,5,8,50,2000,1,1,0.01,99,99,84,81,15,14,0,0
2772,5,8,50,2000,1,1,P,99,99,84,81,19,18,0,0
2772,5,8,50,2000,1,1,R,99,99,84,78,17,10,0,0
2773,5,8,50,2000,1,0.5,0.001,100,99,99,95,98,94,88,83
2773,5,8,50,2000,1,0.5,0.01,100,99,99,95,97,93,92,87
2773,5,8,50,2000,1,0.5,P,100,99,99,95,94,89,80,76
2773,5,8,50,2000,1,0.5,R,100,99,99,91,96,57,0,0
2773,5,8,50,2000,1,0.75,0.001,100,99,95,91,69,67,20,19
2773,5,8,50,2000,1,0.75,0.01,100,99,95,91,69,67,16,15
2773,5,8,50,2000,1,0.75,P,100,99,95,91,71,68,24,23
2773,5,8,50,2000,1,0.75,R,100,99,95,88,73,44,0,0
2773,5,8,50,2000,1,1,0.001,99,99,84,81,24,23,0,0
2773,5,8,50,2000,1,1,0.01,99,99,84,81,24,23,0,0
2773,5,8,50,2000,1,1,P,99,99,84,81,20,19,0,0
2773,5,8,50,2000,1,1,R,99,99,84,78,23,14,0,0
2774,5,8,50,2000,1,0.5,0.001,100,99,100,96,97,93,88,84
2774,5,8,50,2000,1,0.5,0.01,100,99,100,96,98,93,96,91
2774,5,8,50,2000,1,0.5,P,100,99,100,96,97,93,92,88
2774,5,8,50,2000,1,0.5,R,100,99,100,93,99,60,0,0
2774,5,8,50,2000,1,0.75,0.001,99,99,98,95,81,78,44,42
2774,5,8,50,2000,1,0.75,0.01,99,99,98,95,84,81,48,46
2774,5,8,50,2000,1,0.75,P,99,99,98,95,89,86,64,62
2774,5,8,50,2000,1,0.75,R,99,99,98,91,85,52,0,0
2774,5,8,50,2000,1,1,0.001,99,99,92,89,36,35,0,0
2774,5,8,50,2000,1,1,0.01,99,99,92,89,39,38,0,0
2774,5,8,50,2000,1,1,P,99,99,92,89,46,44,0,0
2774,5,8,50,2000,1,1,R,99,99,92,86,41,25,0,0
2775,5,8,50,2000,1,0.5,0.001,100,99,100,96,91,87,84,79
2775,5,8,50,2000,1,0.5,0.01,100,99,100,96,94,89,84,79
2775,5,8,50,2000,1,0.5,P,100,99,100,96,93,87,68,63
2775,5,8,50,2000,1,0.5,R,100,99,100,92,97,58,0,0
2775,5,8,50,2000,1,0.75,0.001,100,99,96,93,70,68,20,19
2775,5,8,50,2000,1,0.75,0.01,100,99,96,93,69,67,20,19
2775,5,8,50,2000,1,0.75,P,100,99,96,93,72,69,16,15
2775,5,8,50,2000,1,0.75,R,100,99,96,89,74,45,0,0
2775,5,8,50,2000,1,1,0.001,99,99,89,86,30,29,0,0
2775,5,8,50,2000,1,1,0.01,99,99,89,86,29,28,0,0
2775,5,8,50,2000,1,1,P,99,99,89,86,30,29,0,0
2775,5,8,50,2000,1,1,R,99,99,89,83,27,16,0,0
2776,5,8,50,2000,0,0.5,0.001,98,97,97,91,78,70,16,14
2776,5,8,50,2000,0,0.5,0.01,98,97,97,91,81,73,24,21
2776,5,8,50,2000,0,0.5,P,98,97,97,91,71,64,24,20
2776,5,8,50,2000,0,0.5,R,98,97,97,87,60,32,0,0
2776,5,8,50,2000,0,0.75,0.001,98,97,92,86,40,37,0,0
2776,5,8,50,2000,0,0.75,0.01,98,97,92,86,40,37,0,0
2776,5,8,50,2000,0,0.75,P,98,97,92,86,31,29,0,0
2776,5,8,50,2000,0,0.75,R,98,97,92,82,16,8,0,0
2776,5,8,50,2000,0,1,0.001,98,97,68,64,0,0,0,0
2776,5,8,50,2000,0,1,0.01,98,97,68,64,0,0,0,0
2776,5,8,50,2000,0,1,P,98,97,68,64,0,0,0,0
2776,5,8,50,2000,0,1,R,98,97,68,61,0,0,0,0
2777,5,8,50,2000,0,0.5,0.001,99,97,94,87,65,59,16,13
2777,5,8,50,2000,0,0.5,0.01,99,97,94,87,67,61,16,12
2777,5,8,50,2000,0,0.5,P,99,97,94,87,65,59,24,20
2777,5,8,50,2000,0,0.5,R,99,97,94,83,45,23,0,0
2777,5,8,50,2000,0,0.75,0.001,99,97,86,80,21,19,0,0
2777,5,8,50,2000,0,0.75,0.01,99,97,86,80,21,20,0,0
2777,5,8,50,2000,0,0.75,P,99,97,86,80,23,21,0,0
2777,5,8,50,2000,0,0.75,R,99,97,86,76,9,4,0,0
2777,5,8,50,2000,0,1,0.001,98,97,58,54,0,0,0,0
2777,5,8,50,2000,0,1,0.01,98,97,58,54,0,0,0,0
2777,5,8,50,2000,0,1,P,98,97,58,54,0,0,0,0
2777,5,8,50,2000,0,1,R,98,97,58,52,0,0,0,0
2778,5,8,50,2000,0,0.5,0.001,98,96,96,88,69,62,20,17
2778,5,8,50,2000,0,0.5,0.01,98,96,96,88,71,63,32,27
2778,5,8,50,2000,0,0.5,P,98,96,96,88,72,63,16,14
2778,5,8,50,2000,0,0.5,R,98,96,96,84,51,27,0,0
2778,5,8,50,2000,0,0.75,0.001,98,96,84,78,23,22,0,0
2778,5,8,50,2000,0,0.75,0.01,98,96,84,78,24,22,0,0
2778,5,8,50,2000,0,0.75,P,98,96,84,78,24,22,0,0
2778,5,8,50,2000,0,0.75,R,98,96,84,75,12,6,0,0
2778,5,8,50,2000,0,1,0.001,98,96,53,50,0,0,0,0
2778,5,8,50,2000,0,1,0.01,98,96,53,50,0,0,0,0
2778,5,8,50,2000,0,1,P,98,96,53,50,0,0,0,0
2778,5,8,50,2000,0,1,R,98,96,53,47,0,0,0,0
2779,5,8,50,2000,0,0.5,0.001,98,97,96,89,76,70,36,31
2779,5,8,50,2000,0,0.5,0.01,98,97,96,89,75,70,56,46
2779,5,8,50,2000,0,0.5,P,98,97,96,89,74,67,28,25
2779,5,8,50,2000,0,0.5,R,98,97,96,84,50,27,4,1
2779,5,8,50,2000,0,0.75,0.001,98,97,90,83,40,38,0,0
2779,5,8,50,2000,0,0.75,0.01,98,97,90,83,36,34,4,3
2779,5,8,50,2000,0,0.75,P,98,97,90,83,39,36,0,0
2779,5,8,50,2000,0,0.75,R,98,97,90,79,17,10,0,0
2779,5,8,50,2000,0,1,0.001,98,96,63,58,0,0,0,0
2779,5,8,50,2000,0,1,0.01,98,96,63,58,0,0,0,0
2779,5,8,50,2000,0,1,P,98,96,63,58,2,1,0,0
2779,5,8,50,2000,0,1,R,98,96,63,56,2,0,0,0
2780,5,8,50,2000,0,0.5,0.001,99,97,97,89,74,67,40,31
2780,5,8,50,2000,0,0.5,0.01,99,97,97,89,74,67,28,23
2780,5,8,50,2000,0,0.5,P,99,97,97,89,80,68,20,17
2780,5,8,50,2000,0,0.5,R,99,97,97,85,51,26,0,0
2780,5,8,50,2000,0,0.75,0.001,98,97,90,83,36,33,0,0
2780,5,8,50,2000,0,0.75,0.01,98,97,90,83,34,32,0,0
2780,5,8,50,2000,0,0.75,P,98,97,90,83,34,32,0,0
2780,5,8,50,2000,0,0.75,R,98,97,90,79,13,7,0,0
2780,5,8,50,2000,0,1,0.001,98,97,63,59,2,2,0,0
2780,5,8,50,2000,0,1,0.01,98,97,63,59,2,2,0,0
2780,5,8,50,2000,0,1,P,98,97,63,59,1,1,0,0
2780,5,8,50,2000,0,1,R,98,97,63,56,0,0,0,0
2781,5,8,50,2000,0,0.5,0.001,98,97,97,90,66,61,16,15
2781,5,8,50,2000,0,0.5,0.01,98,97,97,90,67,62,16,15
2781,5,8,50,2000,0,0.5,P,98,97,97,90,72,65,20,17
2781,5,8,50,2000,0,0.5,R,98,97,97,86,50,25,0,0
2781,5,8,50,2000,0,0.75,0.001,98,97,88,82,30,28,0,0
2781,5,8,50,2000,0,0.75,0.01,98,97,88,82,28,26,0,0
2781,5,8,50,2000,0,0.75,P,98,97,88,82,30,27,0,0
2781,5,8,50,2000,0,0.75,R,98,97,88,78,14,8,0,0
2781,5,8,50,2000,0,1,0.001,98,96,56,52,0,0,0,0
2781,5,8,50,2000,0,1,0.01,98,96,56,52,0,0,0,0
2781,5,8,50,2000,0,1,P,98,96,56,52,0,0,0,0
2781,5,8,50,2000,0,1,R,98,96,56,50,0,0,0,0
2782,5,8,50,2000,0,0.5,0.001,99,97,97,89,75,67,28,25
2782,5,8,50,2000,0,0.5,0.01,99,97,97,89,72,65,32,26
2782,5,8,50,2000,0,0.5,P,99,97,97,90,72,64,20,15
2782,5,8,50,2000,0,0.5,R,99,97,97,85,56,28,0,0
2782,5,8,50,2000,0,0.75,0.001,99,97,92,85,36,34,0,0
2782,5,8,50,2000,0,0.75,0.01,99,97,92,85,35,33,0,0
2782,5,8,50,2000,0,0.75,P,99,97,92,85,30,28,0,0
2782,5,8,50,2000,0,0.75,R,99,97,92,81,14,7,0,0
2782,5,8,50,2000,0,1,0.001,98,97,64,59,1,1,0,0
2782,5,8,50,2000,0,1,0.01,98,97,64,59,2,2,0,0
2782,5,8,50,2000,0,1,P,98,97,64,59,2,1,0,0
2782,5,8,50,2000,0,1,R,98,97,64,56,0,0,0,0
2783,5,8,50,2000,0,0.5,0.001,98,96,94,87,66,58,16,13
2783,5,8,50,2000,0,0.5,0.01,98,96,94,87,63,56,20,17
2783,5,8,50,2000,0,0.5,P,98,96,94,87,59,52,4,2
2783,5,8,50,2000,0,0.5,R,98,96,94,83,50,25,0,0
2783,5,8,50,2000,0,0.75,0.001,98,96,85,80,21,19,0,0
2783,5,8,50,2000,0,0.75,0.01,98,96,85,80,21,19,0,0
2783,5,8,50,2000,0,0.75,P,98,96,85,79,23,21,0,0
2783,5,8,50,2000,0,0.75,R,98,96,85,76,18,9,0,0
2783,5,8,50,2000,0,1,0.001,97,96,49,46,0,0,0,0
2783,5,8,50,2000,0,1,0.01,97,96,49,46,0,0,0,0
2783,5,8,50,2000,0,1,P,97,96,49,46,0,0,0,0
2783,5,8,50,2000,0,1,R,97,96,49,44,0,0,0,0
2784,5,8,50,2000,0,0.5,0.001,98,97,97,89,66,58,20,16
2784,5,8,50,2000,0,0.5,0.01,98,97,97,89,66,58,12,10
2784,5,8,50,2000,0,0.5,P,98,97,97,89,63,55,8,5
2784,5,8,50,2000,0,0.5,R,98,97,97,85,45,24,0,0
2784,5,8,50,2000,0,0.75,0.001,98,97,90,84,28,25,0,0
2784,5,8,50,2000,0,0.75,0.01,98,97,90,84,25,23,0,0
2784,5,8,50,2000,0,0.75,P,98,97,90,84,27,25,0,0
2784,5,8,50,2000,0,0.75,R,98,97,90,80,14,8,0,0
2784,5,8,50,2000,0,1,0.001,97,96,56,52,1,1,0,0
2784,5,8,50,2000,0,1,0.01,97,96,56,52,1,1,0,0
2784,5,8,50,2000,0,1,P,97,96,56,51,1,1,0,0
2784,5,8,50,2000,0,1,R,97,96,56,49,0,0,0,0
2785,5,8,50,2000,0,0.5,0.001,98,97,96,89,76,68,32,27
2785,5,8,50,2000,0,0.5,0.01,98,97,96,89,78,70,40,34
2785,5,8,50,2000,0,0.5,P,98,97,96,89,85,75,24,21
2785,5,8,50,2000,0,0.5,R,98,97,96,85,69,35,0,0
2785,5,8,50,2000,0,0.75,0.001,98,97,91,85,42,38,0,0
2785,5,8,50,2000,0,0.75,0.01,98,97,91,85,42,38,0,0
2785,5,8,50,2000,0,0.75,P,98,97,91,85,42,38,0,0
2785,5,8,50,2000,0,0.75,R,98,97,91,81,23,12,0,0
2785,5,8,50,2000,0,1,0.001,98,96,65,61,2,2,0,0
2785,5,8,50,2000,0,1,0.01,98,96,65,61,2,2,0,0
2785,5,8,50,2000,0,1,P,98,96,65,61,2,2,0,0
2785,5,8,50,2000,0,1,R,98,96,65,58,2,1,0,0
2786,5,8,50,2000,0,0.5,0.001,98,97,95,87,75,65,32,27
2786,5,8,50,2000,0,0.5,0.01,98,97,95,87,78,68,32,28
2786,5,8,50,2000,0,0.5,P,98,97,95,88,72,62,24,19
2786,5,8,50,2000,0,0.5,R,98,97,95,83,52,27,0,0
2786,5,8,50,2000,0,0.75,0.001,98,97,89,83,27,24,0,0
2786,5,8,50,2000,0,0.75,0.01,98,97,89,83,28,25,0,0
2786,5,8,50,2000,0,0.75,P,98,97,89,83,34,30,0,0
2786,5,8,50,2000,0,0.75,R,98,97,89,79,14,7,0,0
2786,5,8,50,2000,0,1,0.001,98,97,59,54,0,0,0,0
2786,5,8,50,2000,0,1,0.01,98,97,59,54,1,1,0,0
2786,5,8,50,2000,0,1,P,98,97,59,54,0,0,0,0
2786,5,8,50,2000,0,1,R,98,97,59,52,0,0,0,0
2787,5,8,50,2000,0,0.5,0.001,98,97,97,88,76,69,36,31
2787,5,8,50,2000,0,0.5,0.01,98,97,97,88,80,72,52,47
2787,5,8,50,2000,0,0.5,P,98,97,97,88,69,61,24,20
2787,5,8,50,2000,0,0.5,R,98,97,97,84,58,30,0,0
2787,5,8,50,2000,0,0.75,0.001,98,97,91,83,36,33,0,0
2787,5,8,50,2000,0,0.75,0.01,98,97,91,83,37,34,4,3
2787,5,8,50,2000,0,0.75,P,98,97,91,83,37,35,8,6
2787,5,8,50,2000,0,0.75,R,98,97,91,80,20,10,0,0
2787,5,8,50,2000,0,1,0.001,98,97,67,62,1,0,0,0
2787,5,8,50,2000,0,1,0.01,98,97,67,62,1,0,0,0
2787,5,8,50,2000,0,1,P,98,97,67,62,3,2,0,0
2787,5,8,50,2000,0,1,R,98,97,67,59,3,1,0,0
2788,5,8,50,2000,0,0.5,0.001,98,97,94,86,73,65,24,20
2788,5,8,50,2000,0,0.5,0.01,98,97,94,86,72,65,28,24
2788,5,8,50,2000,0,0.5,P,98,97,94,86,64,57,20,15
2788,5,8,50,2000,0,0.5,R,98,97,94,82,51,26,0,0
2788,5,8,50,2000,0,0.75,0.001,98,97,85,79,28,25,0,0
2788,5,8,50,2000,0,0.75,0.01,98,97,85,79,28,26,0,0
2788,5,8,50,2000,0,0.75,P,98,97,85,79,27,24,0,0
2788,5,8,50,2000,0,0.75,R,98,97,85,75,12,6,0,0
2788,5,8,50,2000,0,1,0.001,98,97,58,53,0,0,0,0
2788,5,8,50,2000,0,1,0.01,98,97,58,53,0,0,0,0
2788,5,8,50,2000,0,1,P,98,97,58,53,0,0,0,0
2788,5,8,50,2000,0,1,R,98,97,58,51,0,0,0,0
2789,5,8,50,2000,0,0.5,0.001,99,97,96,89,63,56,12,10
2789,5,8,50,2000,0,0.5,0.01,99,97,96,89,70,62,16,14
2789,5,8,50,2000,0,0.5,P,99,97,96,89,68,60,12,9
2789,5,8,50,2000,0,0.5,R,99,97,96,85,48,23,0,0
